item_id	i_category	r_complement	r_substitute
79	0	[]	[273, 75, 8392, 1503, 4840, 1120, 7948, 10531, 87, 86, 2343, 347, 10466, 8391]
80	0	[1139, 559, 2259, 425, 6746, 429, 89, 602, 1014, 436, 733, 82, 4653, 560, 91, 672, 2866, 671, 1062, 1535, 604, 1114, 1115, 313, 81, 1230, 1785, 1179, 3649, 476, 1214, 428, 69, 260, 1135, 307, 1122, 1304, 738, 308, 1220, 788, 426, 489, 1483]	[]
81	0	[8221, 2631, 1879, 2259, 2132, 425, 3350, 426, 4223, 4981, 89, 6322, 440, 82, 4653, 1367, 91, 427, 745, 672, 2912, 671, 2028, 1062, 2866, 604, 3868, 1114, 438, 2370, 1115, 1060, 1231, 747, 3493, 1230, 712, 1785, 826, 3494, 626, 476, 1214, 428, 4297, 2337, 260, 1249, 2653, 80, 307, 2701, 2900, 3347, 2013, 748, 1937, 8123, 308, 2626, 788, 1909, 6990, 388, 2502, 489, 1483, 2154]	[]
82	0	[1139, 8221, 1879, 425, 489, 2970, 6168, 4981, 87, 89, 602, 7348, 4653, 91, 2969, 1138, 2258, 672, 2912, 2028, 2866, 2025, 604, 1114, 2370, 1115, 313, 1200, 1137, 5131, 81, 2473, 3493, 1785, 3494, 1214, 428, 260, 307, 8220, 1067, 308, 598, 788, 603, 426, 4336, 2703]	[]
83	28	[1848, 3430, 84, 2352, 5022, 1213]	[]
84	45	[1723, 1694, 2549, 909, 1289, 482, 642, 38, 1041, 1900, 913, 892, 59, 1452, 1002, 2343, 1867, 2588, 40, 1330, 3048, 2344, 2288, 243, 987, 2918, 1503, 1686, 42, 2171, 2368, 3610, 58, 54, 843, 110, 914, 1338, 23, 1375, 1438, 988, 3984, 35, 373, 2180, 8021, 192, 1317, 76, 952, 6284, 37, 334, 4912, 1213, 3080, 485, 1536, 202, 229, 4229, 300, 1479, 1619, 224, 2127, 114, 1894, 83, 785, 2869, 3079, 1406, 980, 959, 3271, 3260, 4581, 256, 487, 1685, 1687, 4840, 675]	[]
85	0	[5496, 3415, 3735, 4790, 2534, 3299, 5322, 2856, 979, 5243, 1524, 8492, 3038, 3791, 3406, 3907, 2113, 4868, 5173, 5497, 5037, 6436, 3222, 7352, 3910, 1672, 4825, 6138, 1712, 3076, 2520, 2131, 3703, 4299, 2762, 1925, 980, 5409, 2338, 2386, 3340, 1295, 2062, 3271, 1438, 3617, 2934, 5317, 3048, 3723, 1479, 5864, 2555, 3972, 4840, 2061]	[]
86	63	[68, 77, 477, 3350, 335, 1119, 350, 4223, 87, 5112, 935, 7772, 191, 589, 1236, 109, 765, 673, 3784, 824, 45, 4567, 67, 353, 34, 826, 1226, 828, 69, 2343, 329, 273, 75, 674, 354, 96, 575, 179, 1067, 32, 598, 39, 1026, 347, 601, 47]	[]
87	0	[68, 477, 3350, 335, 1119, 649, 350, 4223, 86, 935, 7772, 191, 386, 589, 1236, 765, 109, 673, 3784, 347, 824, 4567, 67, 353, 34, 826, 1226, 828, 69, 329, 273, 75, 674, 354, 8035, 94, 575, 1067, 32, 598, 603, 39, 5112, 601, 47]	[]
89	26	[8221, 982, 425, 489, 429, 4981, 473, 1370, 602, 2633, 82, 4653, 1201, 91, 2969, 427, 1816, 672, 2866, 4016, 1062, 2025, 604, 1114, 2370, 1115, 1060, 313, 1137, 5131, 241, 81, 297, 1226, 572, 476, 1214, 428, 260, 80, 307, 308, 598, 788, 432, 603, 426, 832, 1483]	[]
90	45	[2918, 8021, 3766, 952, 785, 233, 61, 59, 54, 1227, 183, 660, 3340, 75, 4229, 7008, 256, 35, 70, 47, 987]	[]
88	45	[2918, 8021, 445, 484, 952, 37, 6284, 581, 103, 182, 785, 444, 59, 1227, 801, 100, 2338, 980, 178, 4229, 35, 70]	[]
91	26	[2259, 2629, 1879, 425, 2132, 489, 431, 429, 4981, 473, 89, 602, 2633, 1261, 905, 82, 4653, 1138, 427, 1816, 672, 2912, 671, 1062, 1535, 604, 1114, 2370, 1115, 1060, 313, 1137, 81, 1230, 3493, 1785, 1179, 3494, 476, 1214, 428, 2337, 4042, 260, 1249, 80, 1135, 307, 1122, 1937, 308, 788, 432, 1909, 1825, 426, 832, 1483]	[]
92	45	[64, 457, 1723, 1228, 121, 2302, 642, 22, 4967, 251, 55, 59, 787, 3340, 6890, 1826, 3921, 1388, 113, 243, 483, 2918, 458, 42, 5768, 112, 356, 578, 102, 17, 58, 54, 843, 1191, 1296, 1889, 23, 12, 851, 14, 1938, 35, 2886, 650, 8021, 484, 952, 6050, 6284, 792, 18, 2730, 2076, 360, 1227, 100, 485, 202, 229, 4229, 3972, 1256, 2035, 224, 44, 7142, 3768, 979, 830, 298, 785, 684, 486, 8746, 3079, 6948, 959, 980, 408, 177, 21, 2078, 66, 4581, 4840]	[]
93	1	[]	[1059, 1017, 4883, 5008, 5870, 922, 4999, 5824, 2914, 2176, 2398, 4815, 1743, 4074, 5944, 4284, 3981, 2224, 6740]
95	45	[64, 678, 213, 5582, 2534, 121, 841, 482, 22, 1386, 251, 55, 59, 787, 1003, 1002, 2641, 3340, 225, 1222, 113, 243, 2918, 458, 356, 102, 1199, 1712, 58, 54, 583, 2976, 20, 23, 1438, 1375, 35, 1798, 8021, 192, 907, 76, 484, 952, 792, 6284, 37, 18, 3362, 444, 1672, 299, 60, 1227, 100, 485, 202, 1345, 229, 949, 190, 331, 4229, 587, 2555, 3972, 582, 2127, 369, 2178, 298, 1241, 361, 486, 980, 959, 177, 1295, 62, 66, 4581, 256, 57, 686, 468, 4840]	[]
94	39	[68, 52, 6542, 559, 477, 3350, 827, 47, 335, 1119, 203, 649, 340, 4223, 87, 86, 6030, 336, 2248, 191, 334, 893, 560, 589, 338, 1236, 117, 109, 765, 2471, 673, 3784, 347, 824, 204, 4567, 67, 479, 200, 34, 826, 1226, 828, 9903, 69, 9929, 329, 3780, 273, 5505, 75, 674, 40, 354, 575, 1067, 179, 32, 598, 39, 5112, 601, 36]	[]
96	0	[68, 477, 3350, 4727, 335, 1119, 649, 350, 4223, 86, 1109, 935, 87, 1010, 7772, 191, 1236, 109, 765, 3784, 347, 824, 45, 4567, 67, 353, 34, 391, 1012, 1226, 828, 3827, 69, 2343, 329, 273, 1117, 75, 674, 354, 825, 575, 179, 748, 32, 598, 389, 439, 39, 320, 5112, 53, 47]	[]
97	45	[64, 678, 6882, 213, 425, 7889, 841, 5367, 3953, 2772, 6900, 3015, 6691, 787, 2899, 676, 1893, 1222, 10665, 468, 371, 458, 13, 5768, 11, 201, 102, 374, 6141, 947, 418, 1817, 2607, 173, 8021, 1170, 2754, 1371, 907, 952, 941, 5447, 459, 3946, 1897, 1227, 3944, 2298, 3639, 4673, 226, 1742, 2680, 3669, 370, 4292, 587, 582, 2117, 388, 2100, 1924, 125, 1562, 3846, 10019, 6232, 577, 3221, 298, 878, 1469, 768, 959, 5793, 177, 656, 3911, 74, 686, 9338, 481, 10584, 3014]	[]
98	0	[2421, 2361, 10123, 2152, 474, 1779, 3233, 1047, 3540, 99]	[]
99	0	[2361, 98, 2152, 474, 3233, 1047, 3540, 2376, 10320]	[]
100	45	[2918, 8021, 192, 13, 2534, 2157, 484, 952, 114, 6284, 979, 1662, 356, 1771, 482, 386, 577, 374, 785, 3643, 842, 363, 58, 59, 54, 843, 60, 360, 1227, 183, 485, 980, 1552, 1075, 362, 3340, 329, 951, 190, 4229, 1330, 456, 35, 256, 2896, 6197, 4840]	[]
101	39	[68, 52, 115, 477, 827, 90, 47, 335, 203, 649, 340, 4223, 87, 86, 350, 336, 343, 935, 7772, 191, 43, 334, 893, 338, 1236, 239, 345, 109, 765, 1458, 673, 3784, 347, 824, 204, 116, 576, 45, 342, 67, 353, 479, 34, 257, 660, 1012, 1226, 828, 69, 329, 236, 470, 273, 75, 674, 354, 40, 179, 32, 598, 800, 235, 603, 39, 5112, 53, 601, 36]	[]
102	45	[64, 678, 213, 5582, 841, 652, 461, 5367, 3968, 3953, 251, 3015, 4282, 59, 787, 1003, 676, 2130, 1222, 113, 2918, 371, 458, 5768, 11, 3222, 61, 843, 54, 947, 418, 4759, 23, 4297, 5317, 35, 8021, 1170, 2754, 907, 952, 2228, 459, 1397, 1672, 6138, 1227, 100, 2853, 3639, 5987, 202, 229, 2680, 4229, 1468, 748, 587, 582, 3972, 388, 2100, 1471, 2127, 3802, 369, 125, 979, 577, 3221, 298, 785, 1241, 486, 959, 980, 177, 3776, 66, 74, 4581, 1004, 2438, 686, 4840, 481]	[]
103	45	[2918, 8021, 7699, 6325, 484, 37, 2822, 581, 1005, 2427, 58, 59, 54, 4036, 1227, 183, 6500, 485, 1518, 7866, 4229, 988, 3723, 35, 88]	[]
105	53	[64, 6238, 944, 775, 607, 645, 181, 6744, 259, 104, 5582, 912, 118, 6746, 6426, 4181, 131, 657, 132, 943, 679, 1064, 1628, 1224, 1097, 2723, 120, 416, 878, 689, 517, 777, 291, 669, 976, 128, 606, 862, 107, 1037, 486, 116, 618, 1035, 1033, 3041, 1190, 106, 2484, 202, 939, 670, 760, 471, 605, 667, 790, 573, 640, 119, 1082, 608, 574, 764, 108, 258, 9572, 1882, 1081]	[]
108	53	[6238, 6744, 775, 645, 181, 259, 104, 105, 912, 118, 6746, 1301, 4181, 131, 657, 943, 132, 129, 679, 1064, 1628, 1224, 1097, 120, 878, 778, 2080, 689, 777, 291, 669, 976, 1235, 690, 606, 107, 128, 1037, 618, 1817, 789, 1033, 1190, 106, 3205, 776, 202, 819, 939, 670, 250, 65, 134, 3254, 605, 4229, 2078, 790, 667, 573, 308, 119, 1082, 608, 574, 764, 640, 258, 320, 9572, 1081]	[]
106	53	[6744, 259, 246, 104, 105, 6746, 118, 942, 979, 658, 4181, 131, 129, 679, 3874, 1064, 1628, 1224, 1097, 120, 416, 920, 878, 684, 669, 976, 128, 690, 107, 606, 1259, 1037, 618, 1057, 1035, 644, 1033, 819, 6739, 939, 670, 250, 9611, 3254, 1388, 10478, 1082, 764, 108, 767, 9572, 975, 1081]	[]
107	53	[6238, 6744, 775, 382, 259, 104, 105, 2534, 118, 836, 4181, 131, 943, 132, 679, 1224, 1097, 1397, 120, 878, 778, 689, 777, 291, 669, 976, 128, 606, 986, 1037, 618, 1035, 1033, 1190, 106, 776, 3340, 202, 6739, 939, 670, 3236, 759, 14, 3254, 605, 2078, 667, 790, 66, 3264, 640, 119, 1082, 764, 108, 258, 10665, 243, 9572, 1081]	[]
104	53	[6238, 6744, 775, 607, 645, 181, 213, 259, 827, 105, 6746, 118, 4789, 836, 4181, 131, 657, 943, 132, 679, 3811, 1224, 3381, 1097, 1397, 120, 878, 778, 689, 58, 59, 777, 669, 976, 291, 606, 107, 128, 618, 4567, 2473, 1406, 1033, 766, 6014, 106, 6304, 939, 670, 605, 786, 3416, 667, 790, 573, 1388, 640, 119, 1082, 608, 764, 108, 10665, 2896, 10006, 9572, 10655, 1081]	[]
109	63	[68, 823, 477, 3350, 335, 1119, 649, 350, 4223, 87, 86, 935, 1109, 349, 601, 7772, 191, 1236, 765, 673, 3784, 347, 824, 45, 4567, 67, 200, 34, 257, 1226, 828, 69, 329, 273, 75, 674, 354, 575, 1067, 179, 32, 598, 603, 39, 5112, 2227, 47]	[]
112	45	[64, 678, 213, 3500, 5582, 2534, 6426, 121, 909, 22, 1628, 251, 59, 787, 116, 3041, 861, 225, 4642, 3921, 113, 243, 483, 2918, 944, 458, 42, 651, 6387, 102, 3610, 1978, 58, 54, 1296, 2895, 23, 35, 1882, 8021, 192, 907, 76, 484, 952, 18, 792, 6284, 2723, 299, 10013, 1309, 1227, 485, 2853, 2484, 202, 7206, 229, 56, 949, 190, 4229, 582, 1256, 224, 2127, 44, 5225, 830, 1745, 2205, 2622, 1241, 8617, 298, 361, 486, 6425, 959, 980, 177, 21, 66, 1004, 1240, 4581, 487, 8444, 686, 4840, 215]	[]
114	0	[2918, 8021, 3415, 192, 63, 1317, 484, 952, 2856, 979, 6284, 37, 1524, 1334, 206, 482, 1289, 785, 233, 842, 6138, 1218, 58, 59, 54, 843, 60, 100, 1227, 183, 3754, 2762, 485, 2386, 1295, 1438, 4835, 190, 4229, 988, 1330, 5864, 4581, 35, 256, 2462, 3972, 4840]	[]
113	45	[64, 678, 213, 3500, 5582, 2534, 121, 642, 22, 1970, 1628, 251, 55, 59, 787, 1002, 3041, 3340, 861, 225, 1222, 1083, 243, 1169, 2918, 95, 944, 42, 112, 651, 102, 3627, 1978, 58, 54, 843, 23, 3298, 35, 2587, 1882, 8021, 907, 76, 952, 6284, 18, 2202, 71, 459, 299, 1309, 100, 1227, 485, 2853, 2484, 202, 229, 56, 949, 4229, 582, 1969, 1256, 224, 2127, 3802, 44, 369, 5225, 830, 2334, 2205, 2622, 298, 1241, 361, 245, 486, 959, 921, 177, 21, 66, 1240, 256, 487, 686, 468]	[]
111	45	[64, 2548, 8021, 5282, 2063, 1317, 5582, 952, 792, 6284, 935, 581, 121, 1824, 2171, 102, 785, 55, 6138, 4988, 59, 937, 628, 787, 2380, 1596, 204, 2860, 1227, 45, 1354, 911, 558, 24, 23, 3463, 2292, 5486, 1278, 2786, 65, 273, 190, 949, 4229, 734, 1329, 66, 1325, 1222, 3410, 4581, 2438, 113, 5489, 3972, 243, 483]	[]
115	39	[68, 77, 477, 335, 649, 350, 4223, 86, 87, 935, 5112, 7772, 191, 1236, 765, 109, 673, 45, 137, 34, 257, 1226, 828, 69, 329, 273, 75, 331, 674, 575, 179, 32, 598, 439, 39, 347, 53, 601, 47]	[]
110	45	[52, 64, 2918, 8021, 678, 2127, 185, 3983, 192, 709, 1317, 5582, 2984, 651, 112, 952, 18, 792, 37, 121, 7797, 206, 334, 2847, 38, 71, 785, 298, 84, 842, 299, 58, 54, 361, 2076, 245, 3464, 3972, 2367, 486, 1227, 1817, 4759, 485, 959, 4618, 4840, 4242, 23, 1769, 9411, 4229, 988, 300, 4581, 8123, 35, 465, 256, 113, 373, 243, 483, 36, 694]	[]
116	39	[68, 52, 64, 115, 477, 3350, 827, 47, 105, 335, 649, 340, 4223, 86, 87, 112, 350, 336, 343, 935, 7772, 191, 43, 334, 893, 1970, 1628, 338, 1236, 239, 2723, 109, 765, 117, 673, 238, 347, 73, 824, 204, 576, 4567, 342, 137, 353, 479, 34, 257, 67, 200, 1012, 1226, 826, 828, 329, 470, 273, 75, 674, 40, 354, 1969, 101, 575, 1067, 179, 1240, 32, 598, 39, 5112, 53, 36, 1882]	[]
117	39	[68, 52, 852, 77, 477, 3350, 827, 47, 335, 1119, 203, 649, 340, 4223, 87, 86, 336, 350, 1109, 7772, 191, 43, 334, 893, 338, 239, 109, 765, 673, 3784, 347, 1573, 824, 116, 4567, 342, 67, 479, 34, 1012, 1226, 826, 828, 69, 329, 236, 470, 273, 75, 674, 331, 40, 354, 8035, 94, 575, 1067, 179, 598, 235, 231, 39, 5112, 53, 601, 36, 73]	[]
120	53	[6238, 6744, 775, 645, 181, 259, 246, 104, 105, 3051, 118, 6746, 501, 230, 4181, 131, 657, 943, 132, 679, 1064, 1628, 1224, 1097, 878, 778, 689, 291, 669, 976, 128, 606, 862, 107, 618, 1817, 789, 644, 1190, 2254, 202, 9044, 6739, 939, 670, 5825, 1217, 134, 605, 889, 667, 790, 8193, 573, 640, 119, 1082, 608, 574, 764, 108, 258, 975, 1081]	[]
118	53	[6238, 6744, 259, 3051, 4789, 836, 4181, 679, 560, 1097, 120, 778, 689, 291, 777, 128, 789, 1190, 776, 273, 4229, 889, 640, 119, 180, 975, 1081]	[]
124	28	[2224, 267, 157]	[]
122	28	[]	[5490, 265, 282, 290]
121	45	[64, 1198, 5582, 1326, 38, 642, 22, 251, 55, 2080, 937, 59, 787, 1002, 1388, 113, 243, 483, 2918, 95, 42, 112, 651, 1729, 578, 102, 17, 58, 54, 2751, 628, 843, 23, 1375, 851, 65, 3764, 35, 88, 8736, 8021, 192, 76, 484, 952, 18, 792, 6284, 37, 2730, 842, 299, 2076, 1309, 60, 1227, 183, 100, 485, 1552, 3205, 202, 229, 190, 92, 4229, 582, 3972, 591, 1256, 2035, 44, 979, 114, 581, 785, 1652, 486, 959, 177, 21, 66, 4581, 9111, 256, 487]	[]
119	53	[6238, 6744, 775, 181, 104, 105, 912, 118, 6746, 4789, 4181, 131, 657, 943, 132, 129, 679, 1224, 1097, 120, 878, 778, 435, 689, 777, 133, 291, 669, 976, 128, 606, 107, 618, 789, 1190, 776, 939, 670, 134, 605, 889, 790, 667, 640, 1082, 5925, 764, 108, 258, 2570, 9572, 1081]	[]
126	28	[5246, 8106, 3032]	[]
123	0	[7698, 1759, 7402, 6309, 581]	[]
125	45	[6342, 8021, 577, 460, 1227, 371, 4229, 3219, 459, 3340, 656, 676, 1318, 481, 1469, 841]	[]
127	28	[3276, 6292, 1418, 1698, 928, 7071, 639, 1795, 1433]	[]
128	53	[6238, 6744, 259, 3051, 118, 501, 4789, 4181, 679, 1097, 380, 120, 778, 435, 689, 1180, 291, 777, 1235, 690, 933, 789, 752, 1190, 5825, 6739, 134, 889, 3264, 640, 119, 320, 388, 180, 975, 1081]	[]
129	53	[6238, 6744, 775, 259, 105, 433, 118, 912, 834, 799, 1301, 4789, 836, 4181, 131, 2302, 132, 679, 1224, 1097, 1550, 120, 416, 689, 777, 2751, 669, 976, 128, 690, 606, 107, 933, 1652, 618, 1190, 106, 1731, 36, 670, 250, 605, 667, 790, 640, 119, 1082, 5925, 608, 574, 764, 108, 2570, 9572, 180, 1081]	[]
134	53	[6744, 104, 118, 834, 1301, 836, 4181, 131, 1822, 2373, 679, 1525, 120, 689, 777, 133, 3401, 128, 1235, 291, 606, 976, 107, 933, 4823, 618, 1057, 4195, 1190, 776, 1303, 2820, 1217, 273, 1080, 889, 790, 119, 668, 574, 108, 1838, 1234, 1081]	[6744, 645, 775, 181, 6924, 105, 118, 3524, 8232, 836, 6635, 657, 4181, 1822, 943, 679, 1224, 1097, 4011, 689, 777, 133, 669, 1235, 128, 606, 976, 107, 4828, 5687, 1190, 1303, 2820, 939, 670, 1080, 605, 7471, 9304, 790, 667, 573, 108, 7472]
131	53	[6238, 6744, 775, 181, 104, 105, 912, 118, 6746, 230, 4789, 836, 121, 1560, 4181, 657, 943, 132, 129, 679, 1224, 1097, 120, 416, 778, 878, 689, 777, 291, 669, 976, 128, 606, 107, 1037, 618, 789, 1190, 776, 3340, 1202, 6739, 939, 670, 605, 786, 889, 790, 667, 640, 119, 1082, 608, 764, 108, 258, 9572, 1081]	[]
133	53	[1080, 134, 679, 1235, 118, 120, 776, 119, 6778, 689, 668, 777, 1234, 1301, 128, 836, 4181]	[]
132	53	[6238, 10035, 6744, 775, 607, 645, 181, 3500, 4541, 104, 105, 6746, 118, 1301, 836, 4181, 131, 657, 943, 129, 679, 1628, 1224, 1097, 120, 878, 778, 291, 669, 976, 128, 606, 107, 2435, 1037, 618, 1035, 1817, 1190, 10034, 3340, 1202, 819, 2337, 939, 670, 2537, 471, 4018, 605, 786, 667, 640, 119, 1082, 764, 108, 258, 10665, 1909, 9524, 9572]	[]
135	0	[6214, 2354, 1718, 4804, 4104, 142, 5142, 2973]	[]
136	0	[]	[]
130	28	[249, 3873, 5768, 2604, 266, 2541, 1241, 3551, 633, 416, 967, 1795, 290, 1126, 5685, 2272, 928, 6874, 587, 217, 2231, 1053, 597]	[]
137	39	[68, 52, 509, 477, 3350, 827, 3648, 47, 335, 72, 649, 340, 4223, 87, 86, 350, 935, 2056, 7772, 191, 43, 334, 893, 338, 1236, 239, 117, 109, 765, 1458, 673, 3784, 347, 824, 204, 6342, 116, 45, 4567, 342, 67, 353, 200, 34, 1012, 1226, 826, 828, 69, 329, 273, 9206, 75, 674, 40, 354, 8035, 1067, 1004, 179, 32, 598, 603, 39, 5112, 601, 36]	[]
138	28	[1208, 2224, 5824, 973, 252, 4067]	[]
139	28	[5870, 7762, 4074, 3171, 4284, 4381, 5824, 2914, 6184, 6494, 2224, 8940]	[]
140	59	[554, 469, 559, 568, 394, 467, 463, 388, 749, 6745, 433, 700, 1188, 1186, 6030, 1014, 552, 436, 440, 560, 435, 566, 6778, 517, 3251, 547, 2313, 553, 807, 539, 747, 442, 383, 441, 391, 408, 3268, 4065, 558, 407, 527, 314, 3827, 7560, 545, 6739, 7866, 1117, 4051, 3421, 4099, 734, 7008, 738, 9017, 4877, 723, 437, 389, 439, 320, 4906]	[]
142	0	[5739, 1779, 2708, 5857, 3541, 1623, 2274, 261, 2354, 3165, 2503, 2421, 1718, 2048, 927, 4104, 5246, 135, 1361]	[]
144	28	[1431, 2352, 1050, 1213, 1644]	[]
145	0	[166, 1052, 1074, 1054]	[]
141	0	[]	[6214, 8062, 6173, 1717, 3103, 5142]
143	1	[]	[559, 2894, 6543, 7076, 10328, 899, 7791, 7203, 6454, 1030, 10500, 6778, 4393, 8147, 2399, 8512, 9614, 2893, 7008, 2911, 6987, 7948]
147	28	[]	[1847, 5822, 924, 6251, 6249, 1050, 1935, 5174, 3731, 98, 7225, 4246, 8209, 6250, 3080, 5144, 4792, 5175, 1602, 1171, 7558, 145, 867]
146	0	[2224, 420]	[]
148	45	[8021, 1227, 102, 1004, 35, 76, 979, 6284, 58, 59, 3972]	[]
149	45	[]	[]
150	0	[2354, 1043, 1718, 5246, 142, 2708]	[]
152	45	[2918, 8021, 1471, 678, 468, 371, 1371, 458, 13, 907, 2163, 1924, 952, 125, 11, 3846, 6232, 5447, 577, 7648, 3221, 102, 665, 298, 9533, 9221, 459, 842, 1751, 251, 55, 3015, 1313, 2136, 54, 821, 1216, 787, 947, 1227, 1003, 2863, 768, 485, 959, 980, 10283, 3340, 7206, 656, 676, 3220, 3479, 3776, 1131, 1742, 9375, 4229, 1468, 2013, 74, 1318, 4292, 587, 1966, 2117, 1387, 481, 9580, 3931, 2100]	[]
151	28	[3814, 2177, 1386, 10493, 817, 142, 2195, 3813, 6873, 3236, 1345, 270, 1848, 5490, 3128, 8958, 161, 6370, 6963, 5032, 5624, 156]	[]
154	28	[270, 3500, 155, 5159, 2177, 6963, 7020, 3831, 4190]	[]
153	28	[]	[797]
165	28	[2870, 2195, 4898, 1092, 8091, 4545, 3434, 6019, 1274, 7125, 7020, 4792, 2841, 5128, 164, 4897, 4582, 4190]	[]
159	28	[]	[]
161	28	[2195, 1227, 3813, 8680, 270, 5490, 980, 579, 2177, 1264, 3128, 195, 151, 1093, 156]	[]
157	28	[6430, 249, 9557, 1811, 6962, 124, 6921, 3176, 597, 5911, 3449, 1246, 10082, 4559, 5348, 4575, 4158, 6217, 267, 6580, 798, 6623, 2347, 2455, 2453, 3656, 6370, 4654, 5230, 1147]	[]
155	28	[154, 6963, 5159, 156]	[]
158	28	[171, 2041, 609, 8241]	[]
164	28	[1797, 295, 165, 993, 8091, 4545, 3434, 8950, 3128, 1274, 897, 7020, 142, 480, 156, 4190]	[]
160	0	[]	[922, 5870, 5008, 2914, 7677, 2224, 955]
163	0	[2018, 894, 661]	[]
167	0	[]	[772, 8950, 848, 7079, 4713, 1203, 172, 7358, 166, 2712]
156	28	[3686, 3814, 10447, 8392, 5159, 2177, 3653, 8662, 7020, 2118, 8528, 4444, 7258, 3829, 4582, 10082, 5447, 2870, 8091, 993, 8583, 6326, 9005, 7605, 3428, 10520, 10493, 195, 5128, 10013, 1213, 10125, 10387, 4996, 9056, 2195, 486, 6425, 3813, 6873, 7125, 4792, 3845, 2841, 151, 8207, 4891, 1848, 4545, 5490, 8899, 8679, 8950, 1264, 4605, 10189, 3128, 3664, 6963, 161, 6370, 8667, 1545, 2231, 5032, 5970, 4190]	[]
166	0	[6430, 3460, 6108, 4895, 1779, 8967, 3615, 3706, 781, 7442, 5652, 172, 3876, 3840, 5703, 7079, 6624, 2224, 480]	[]
162	0	[922, 5870, 5008, 3981, 5824, 1815, 2224, 2176]	[]
168	0	[]	[3484]
171	28	[]	[1011, 2041, 3813, 5778, 8241, 265, 8169, 158, 5492, 9171, 9551, 3484, 3073, 205, 5245]
169	0	[]	[796]
170	0	[]	[2421, 4894, 772, 48, 1779, 1107, 630, 9286]
172	0	[6430, 3460, 5051, 7079, 10130, 166, 2712]	[]
173	0	[8021, 13, 4096, 952, 4694, 37, 9114, 356, 841, 577, 3643, 59, 2183, 100, 1227, 1075, 10667, 1490, 3340, 656, 8836, 1509, 7563, 4229, 3416, 247, 256, 2896, 10639]	[]
174	37	[438, 1190, 380]	[]
179	0	[68, 823, 115, 477, 335, 1119, 649, 4223, 350, 86, 87, 5112, 191, 1236, 765, 109, 673, 824, 4567, 67, 353, 34, 257, 826, 1226, 828, 69, 329, 273, 75, 331, 674, 354, 825, 96, 575, 1067, 32, 598, 39, 1026, 347, 601, 47]	[]
178	0	[8021, 1227, 801, 182, 445, 8573, 679, 1659, 980, 444, 35, 256, 952, 61, 88, 987]	[]
177	45	[64, 678, 213, 749, 5582, 2534, 717, 1186, 121, 22, 251, 59, 2261, 787, 4065, 3340, 676, 225, 4099, 1222, 723, 113, 243, 2918, 95, 371, 458, 13, 112, 4675, 1158, 102, 1434, 61, 58, 54, 2105, 947, 418, 23, 35, 495, 2502, 8021, 907, 952, 2719, 18, 6284, 459, 1397, 360, 986, 1227, 100, 202, 3374, 3236, 229, 7167, 4229, 4008, 587, 3375, 437, 582, 388, 53, 2127, 369, 125, 2334, 577, 298, 1241, 3874, 1773, 486, 768, 959, 980, 699, 1118, 66, 1240, 57, 686, 468, 4840, 2154]	[]
175	37	[]	[]
176	28	[922, 5870, 5954, 6147, 3914, 5008, 3171, 8279, 4381, 5824, 2725, 5708, 7091, 8940, 955]	[]
180	0	[6744, 259, 118, 1301, 4181, 679, 1097, 120, 291, 777, 128, 690, 789, 1190, 776, 889, 640, 574, 975, 1081]	[]
181	53	[52, 6238, 944, 775, 607, 645, 6744, 259, 104, 13, 105, 118, 907, 2984, 3846, 836, 4181, 131, 657, 132, 10638, 102, 679, 1064, 1224, 1097, 1397, 120, 878, 920, 689, 291, 669, 976, 128, 606, 862, 1037, 10664, 618, 1035, 1817, 644, 221, 1190, 2484, 10632, 939, 670, 10006, 760, 3121, 471, 605, 786, 667, 790, 8193, 573, 640, 119, 1082, 608, 5925, 574, 10665, 3767, 108, 6692, 258, 5788, 1081]	[]
182	0	[8021, 445, 8573, 484, 5244, 4918, 1659, 59, 1227, 801, 980, 2338, 8033, 558, 3340, 178, 3855, 35, 88, 3507]	[]
184	45	[64, 2918, 1286, 8021, 355, 9561, 3315, 213, 44, 90, 2534, 42, 76, 1342, 2026, 1291, 114, 6284, 343, 1246, 581, 2529, 8605, 2129, 2549, 909, 482, 71, 2334, 5986, 842, 2319, 55, 61, 299, 10013, 59, 787, 4962, 1227, 3394, 1077, 485, 3019, 9669, 959, 5812, 2895, 23, 1438, 3260, 1533, 226, 1516, 3296, 3921, 4229, 3521, 244, 974, 2414, 1144, 876, 4581, 1240, 35, 574, 587, 373, 483, 9580, 479]	[]
186	28	[]	[]
183	25	[2918, 8021, 192, 1317, 118, 484, 952, 979, 6284, 37, 114, 1018, 1005, 2427, 482, 1289, 785, 842, 3502, 892, 58, 59, 54, 60, 1227, 100, 1191, 485, 980, 2338, 441, 62, 190, 4229, 988, 4581, 35, 256, 2896, 3972, 47]	[]
188	28	[4189, 6380, 3814, 1065, 4670, 189, 1072, 1639, 2191, 621, 817]	[]
189	28	[3814, 1639, 2191, 818, 617, 633, 817, 290, 3813, 5703, 8966, 270, 1065, 1072, 1467, 217, 621, 188, 5624]	[]
185	45	[2918, 483, 8021, 4696, 44, 3500, 1437, 952, 112, 979, 6284, 792, 37, 121, 482, 642, 22, 102, 298, 1199, 685, 5242, 7641, 843, 54, 59, 128, 58, 3359, 1227, 100, 183, 1002, 485, 980, 4840, 202, 23, 1144, 4229, 66, 4581, 35, 591, 215]	[]
